Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Post-demographic dividend,4733.24185,5092.67667,5109.927474,5129.951457,5285.134101,5115.988655,5284.127027,5463.577401,5737.311541,5857.928678,6370.478841,6835.89685
Pre-demographic dividend,54.6685374,59.81714008,62.70154443,69.18861358,70.55554783,63.39364845,61.04014273,58.86358105,57.71067725,59.35218678,59.80583313,65.45491331
Puerto Rico,,,,,,,,,,,,
Qatar,1306.525513,1487.852173,1713.980347,2027.014404,2256.388672,2435.445068,2075.419189,1908.396606,1962.58374,2012.225708,1997.788208,1934.0802
Romania,472,427,402,495,503,442,476,555,687,739,810,963
Russian Federation,567,684,759,809,740,499,465,580,609,654,771,936
Rwanda,48.02530289,51.65081787,57.216465,47.7094574,50.62351608,48.80509567,50.70415497,48.34190369,51.54394531,51.18757629,57.91234207,60.2185936
Samoa,183.8677216,210.1192322,195.3987427,245.2074585,245.9445648,238.0906982,235.7302094,218.3733673,198.3481598,240.101059,252.8403473,263.8859558
San Marino,3695.150391,4504.630859,4353.614746,4154.929688,4161.486816,3564.852539,3656.284912,3706.970459,4012.654053,3854.095215,3842.773926,4131.941895
Sao Tome and Principe,74.38393402,84.74559784,86.12266541,124.0971375,118.9305573,84.50744629,109.2252121,116.4938812,108.2802429,106.2677612,158.9619141,186.1039734
Saudi Arabia,655.1174316,826.3400269,959.8308106,1059.094238,1230.845337,1198.336304,1243.941772,1261.165283,1291.128662,1279.690796,1355.716553,1441.998779
Senegal,51.81986618,58.30465698,56.95115662,61.02893066,62.2051239,54.20389557,54.93520355,57.67406845,65.77828217,65.75260925,76.77999878,71.22032928
Serbia,545.3338013,618.8942261,559.9053955,627.53302,608.8585815,491.25177,486.4294434,515.8458862,617.086792,641.0296631,670.194397,919.1679077
Seychelles,472.4790344,484.1811523,599.8197022,583.3835449,650.0936279,623.9987793,735.5704346,736.6546021,784.7324219,769.7479858,781.5196533,718.4900513
Sierra Leone,36.55500031,47.91463089,50.08378601,81.8790741,138.2906494,114.1648254,81.37689209,45.5368042,43.07834244,46.25284195,46.01692963,43.1619873
Singapore,1487.379028,1670.382202,1824.979248,2069.367432,2188.335205,2279.01709,2450.901367,2599.300049,2641.506348,2826.01001,3367.756592,3969.890869
Sint Maarten (Dutch part),,,,,,,,,,,,
